[01/09 20:04:23]    DEBUG | Initial log file: logs/dr_dobrev.log (log.py:100)
[01/09 21:00:55]     INFO | Total actions:                      True (not mutable) (utils.py:360)
[01/09 21:00:55]     INFO | Total successfull actions:          True (not mutable) (utils.py:364)
[01/09 21:00:55]     INFO | For more info -> https://github.com/GramAddict/docs/blob/main/configuration.md#ending-session-conditions (utils.py:368)
[01/09 21:00:55]     INFO | ---------------------------------------------------------------------- (utils.py:372)
[01/09 21:01:05]     INFO | Checking session limits: (session_state.py:155)
[01/09 21:01:05]     INFO | - Total Likes:				OK (0/126) (session_state.py:155)
[01/09 21:01:05]     INFO | - Total Comments:				OK (0/3) (session_state.py:155)
[01/09 21:01:05]     INFO | - Total PM:					OK (0/4) (session_state.py:155)
[01/09 21:01:05]     INFO | - Total Followed:				OK (0/45) (session_state.py:155)
[01/09 21:01:05]     INFO | - Total Unfollowed:				OK (0/42) (session_state.py:155)
[01/09 21:01:05]     INFO | - Total Watched:				OK (0/127) (session_state.py:155)
[01/09 21:01:05]     INFO | - Total Successful Interactions:		OK (0/130) (session_state.py:155)
[01/09 21:01:05]     INFO | - Total Interactions:			OK (0/282) (session_state.py:155)
[01/09 21:01:05]     INFO | - Total Crashes:				OK (0/5) (session_state.py:155)
[01/09 21:01:05]     INFO | - Total Successful Scraped Users:		OK (0/108) (session_state.py:155)
[01/09 21:01:05]     INFO | Current active-job: hashtag-likers-top (bot_flow.py:314)
[01/09 21:01:05]     INFO | Source list truncated at 2 items. (utils.py:615)
[01/09 21:01:05]     INFO | In this session, these sources will be handled: hashtag2, hashtag1 (utils.py:618)
[01/09 21:01:05]    DEBUG | Checking session limits: (session_state.py:158)
[01/09 21:01:05]    DEBUG | - Total Likes:				OK (0/126) (session_state.py:158)
[01/09 21:01:05]    DEBUG | - Total Comments:				OK (0/3) (session_state.py:158)
[01/09 21:01:05]    DEBUG | - Total PM:					OK (0/4) (session_state.py:158)
[01/09 21:01:05]    DEBUG | - Total Followed:				OK (0/45) (session_state.py:158)
[01/09 21:01:05]    DEBUG | - Total Unfollowed:				OK (0/42) (session_state.py:158)
[01/09 21:01:05]    DEBUG | - Total Watched:				OK (0/127) (session_state.py:158)
[01/09 21:01:05]    DEBUG | - Total Successful Interactions:		OK (0/130) (session_state.py:158)
[01/09 21:01:05]    DEBUG | - Total Interactions:			OK (0/282) (session_state.py:158)
[01/09 21:01:05]    DEBUG | - Total Crashes:				OK (0/5) (session_state.py:158)
[01/09 21:01:05]    DEBUG | - Total Successful Scraped Users:		OK (0/108) (session_state.py:158)
[01/09 21:01:05]     INFO | Handle #hashtag2 (interact_hashtag_likers.py:84)
[01/09 21:01:05]     INFO | Interactions count: 38 (utils.py:575)
[01/09 21:01:05]     INFO | Chance of watching stories: 34% (utils.py:575)
[01/09 21:01:05]     INFO | Chance of liking: 100% (utils.py:575)
[01/09 21:01:05]     INFO | Chance of following: 35% (utils.py:575)
[01/09 21:01:05]     INFO | Chance of commenting: 0% (utils.py:575)
[01/09 21:01:05]     INFO | Chance of interacting: 33% (utils.py:575)
[01/09 21:01:05]     INFO | Chance of send PM: 0% (utils.py:575)
[01/09 21:01:05]    DEBUG | Navigate to SEARCH (views.py:137)
[01/09 21:01:08]    DEBUG | Single click in (266,1864). Surface: (216-432,1821-1920) (device_facade.py:471)
[01/09 21:01:08]    DEBUG | 1.65s sleep (utils.py:436)
[01/09 21:01:10]    DEBUG | Single click in (377,1848). Surface: (216-432,1821-1920) (device_facade.py:471)
[01/09 21:01:10]    DEBUG | 1.93s sleep (utils.py:436)
[01/09 21:01:12]     INFO | Navigate to #hashtag2 (views.py:396)
[01/09 21:01:12]    DEBUG | Pressing on searchbar. (views.py:399)
[01/09 21:01:12]    DEBUG | Single click in (628,100). Surface: (27-1035,74-158) (device_facade.py:471)
[01/09 21:01:12]    DEBUG | 1.17s sleep (utils.py:436)
[01/09 21:01:14]    DEBUG | Single click in (359,110). Surface: (126-1035,74-158) (device_facade.py:471)
[01/09 21:01:14]    DEBUG | 1.40s sleep (utils.py:436)
[01/09 21:01:15]    DEBUG | 0.98s sleep (utils.py:436)
[01/09 21:01:17]    DEBUG | Text typed in: 0.40s (device_facade.py:729)
[01/09 21:01:17]    DEBUG | 1.73s sleep (utils.py:436)
[01/09 21:01:19]    DEBUG | Pressing on see all results. (views.py:416)
[01/09 21:01:19]    DEBUG | Single click in (373,277). Surface: (36-1044,255-304) (device_facade.py:471)
[01/09 21:01:20]    DEBUG | 1.27s sleep (utils.py:436)
[01/09 21:01:21]    DEBUG | Tabs container exists! (views.py:348)
[01/09 21:01:21]     INFO | Switching to TAGS (views.py:434)
[01/09 21:01:21]    DEBUG | Single click in (771,222). Surface: (717-795,205-254) (device_facade.py:471)
[01/09 21:01:21]    DEBUG | 2.83s sleep (utils.py:436)
[01/09 21:01:24]    DEBUG | Single click in (299,329). Surface: (207-380,311-360) (device_facade.py:471)
[01/09 21:01:25]    DEBUG | 1.14s sleep (utils.py:436)
[01/09 21:01:26]    DEBUG | RecyclerView exists. (views.py:230)
[01/09 21:01:28]    DEBUG | First image in view exists. (views.py:240)
[01/09 21:01:28]     INFO | Opening the first result for #hashtag2. (navigation.py:109)
[01/09 21:01:29]    DEBUG | Single click in (440,624). Surface: (361-719,546-904) (device_facade.py:471)
[01/09 21:01:29]    DEBUG | 2.93s sleep (utils.py:436)
[01/09 21:01:33]    DEBUG | Description found! (views.py:718)
[01/09 21:01:33]    DEBUG | I can see 1 media(s) in this view.. (views.py:563)
[01/09 21:01:33]    DEBUG | Likers container exists! (views.py:580)
[01/09 21:01:33]     INFO | This post has 15 like(s). (views.py:597)
[01/09 21:01:33]    DEBUG | filters.yml not loaded! (filter.py:195)
[01/09 21:01:33]     INFO | Opening post likers. (views.py:622)
[01/09 21:01:34]    DEBUG | 1.29s sleep (utils.py:436)
[01/09 21:01:37]    ERROR | Traceback (most recent call last):
  File "C:\Users\dari\AppData\Local\Programs\Python\Python39\lib\site-packages\GramAddict\core\device_facade.py", line 660, in get_text
    self.viewV2.info["text"]
  File "C:\Users\dari\AppData\Local\Programs\Python\Python39\lib\site-packages\decorator.py", line 232, in fun
    return caller(func, *(extras + args), **kw)
  File "C:\Users\dari\AppData\Local\Programs\Python\Python39\lib\site-packages\retry\api.py", line 73, in retry_decorator
    return __retry_internal(partial(f, *args, **kwargs), exceptions, tries, delay, max_delay, backoff, jitter,
  File "C:\Users\dari\AppData\Local\Programs\Python\Python39\lib\site-packages\retry\api.py", line 33, in __retry_internal
    return f()
  File "C:\Users\dari\AppData\Local\Programs\Python\Python39\lib\site-packages\uiautomator2\_selector.py", line 130, in info
    return self.jsonrpc.objInfo(self.selector)
  File "C:\Users\dari\AppData\Local\Programs\Python\Python39\lib\site-packages\uiautomator2\__init__.py", line 480, in __call__
    return self.server._jsonrpc_retry_call(self.method, params,
  File "C:\Users\dari\AppData\Local\Programs\Python\Python39\lib\site-packages\uiautomator2\__init__.py", line 487, in _jsonrpc_retry_call
    return self._jsonrpc_call(*args, **kwargs)
  File "C:\Users\dari\AppData\Local\Programs\Python\Python39\lib\site-packages\uiautomator2\__init__.py", line 556, in _jsonrpc_call
    raise err
uiautomator2.exceptions.UiObjectNotFoundError: -32001 Jsonrpc error: <androidx.test.uiautomator.UiObjectNotFoundException> data: UiSelector[CLASS=android.widget.TextView, RESOURCE_ID=com.instagram.android:id/row_feed_textview_likes], method: objInfo

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\dari\AppData\Local\Programs\Python\Python39\lib\site-packages\GramAddict\core\decorators.py", line 31, in wrapper
    func(*args, **kwargs)
  File "C:\Users\dari\AppData\Local\Programs\Python\Python39\lib\site-packages\GramAddict\plugins\interact_hashtag_likers.py", line 109, in job
    self.handle_hashtag(
  File "C:\Users\dari\AppData\Local\Programs\Python\Python39\lib\site-packages\GramAddict\plugins\interact_hashtag_likers.py", line 187, in handle_hashtag
    handle_likers(
  File "C:\Users\dari\AppData\Local\Programs\Python\Python39\lib\site-packages\GramAddict\core\handle_sources.py", line 332, in handle_likers
    PostsViewList(device).open_likers_container()
  File "C:\Users\dari\AppData\Local\Programs\Python\Python39\lib\site-packages\GramAddict\core\views.py", line 637, in open_likers_container
    if " Liked by" in likes_view.get_text():
  File "C:\Users\dari\AppData\Local\Programs\Python\Python39\lib\site-packages\GramAddict\core\device_facade.py", line 668, in get_text
    raise DeviceFacade.JsonRpcError(e)
GramAddict.core.device_facade.DeviceFacade.JsonRpcError: -32001 Jsonrpc error: <androidx.test.uiautomator.UiObjectNotFoundException> data: UiSelector[CLASS=android.widget.TextView, RESOURCE_ID=com.instagram.android:id/row_feed_textview_likes], method: objInfo
 (decorators.py:116)
[01/09 21:01:37]     INFO | Crash saved as crashes\3.2.7_2024-01-09-21-01-37.zip (utils.py:478)
[01/09 21:01:37]     INFO | If you want to report this crash, please upload the dump file via a ticket in the #lobby channel on discord  (utils.py:482)
[01/09 21:01:37]     INFO | https://discord.gg/66zWWCDM7x
 (utils.py:486)
[01/09 21:01:38]     INFO | List of running apps: android.ext.services, com.github.uiautomator, com.android.phone, com.google.android.partnersetup, com.google.android.tts, com.android.vending, com.android.systemui, com.google.android.gms, com.android.packageinstaller, com.instagram.android, com.android.se, com.android.smspush. (decorators.py:118)
[01/09 21:01:38]     INFO | - Total Crashes:				OK (1/5) (session_state.py:233)
[01/09 21:01:38]     INFO | Something unexpected happened. Let's try again. (decorators.py:130)
[01/09 21:01:38]     INFO | Close Instagram app. (utils.py:302)
[01/09 21:01:38]    DEBUG | 5.0s sleep (utils.py:436)
[01/11 00:56:42]    DEBUG | Initial log file: logs/dr_dobrev.log (log.py:100)
[01/11 00:56:42]    DEBUG | Installed via pip. (utils.py:141)
[01/11 00:56:42]     INFO | Do you want to update/create your config-examples folder in local? Do the following: 
				pip3 install --user gitdir (only the first time)
				python3 -m gitdir https://github.com/GramAddict/bot/tree/master/config-examples (python on Windows) (utils.py:142)
[01/11 00:56:45]     INFO | Checking for updates... (utils.py:64)
[01/11 00:56:47]     INFO | Bot is updated. (utils.py:78)
[01/11 00:56:47]     INFO | GramAddict v.3.2.7 (utils.py:81)
[01/11 00:56:47]     INFO | Loading plugins . . . (plugin_loader.py:30)
[01/11 00:56:47]     INFO |   - ActionUnfollowFollowers: Handles the functionality of unfollowing your followers (plugin_loader.py:45)
[01/11 00:56:47]     INFO |   - ClonedApp: Adds support for cloned apps (plugin_loader.py:45)
[01/11 00:56:47]     INFO |   - CoreArguments: Simply adds core arguments (plugin_loader.py:45)
[01/11 00:56:47]     INFO |   - DataAnalytics: Generates a PDF analytics report of current username session data (plugin_loader.py:45)
[01/11 00:56:47]     INFO |   - InteractBloggerPostLikers: Handles the functionality of interacting with a blogger (plugin_loader.py:45)
[01/11 00:56:47]     INFO |   - InteractBloggerFollowers_Following: Handles the functionality of interacting with a bloggers followers/following (plugin_loader.py:45)
[01/11 00:56:47]     INFO |   - InteractBloggerPostLikers: Handles the functionality of interacting with a blogger post likers (plugin_loader.py:45)
[01/11 00:56:47]     INFO |   - InteractOwnFeed: Handles the functionality of interacting with your own feed (plugin_loader.py:45)
[01/11 00:56:47]     INFO |   - InteractHashtagLikers: Handles the functionality of interacting with a hashtags likers (plugin_loader.py:45)
[01/11 00:56:47]     INFO |   - InteractHashtagPosts: Handles the functionality of interacting with a hashtags post owners (plugin_loader.py:45)
[01/11 00:56:47]     INFO |   - InteractPlaceLikers: Handles the functionality of interacting with a places likers (plugin_loader.py:45)
[01/11 00:56:47]     INFO |   - InteractPlacePosts: Handles the functionality of interacting with a places post owners (plugin_loader.py:45)
[01/11 00:56:47]     INFO |   - LikeFromURLs: Likes a post from url. The urls are read from a plaintext file (plugin_loader.py:45)
[01/11 00:56:47]     INFO |   - RemoveFollowersFromList: Remove account followers from a list of usernames (plugin_loader.py:45)
[01/11 00:56:47]  WARNING | If you want to use telegram_reports, please type in console: 'pip3 install gramaddict[telegram-reports]' (telegram.py:18)
[01/11 00:56:47]     INFO |   - TelegramReports: Generate reports at the end of the session and send them using telegram (plugin_loader.py:45)
[01/11 00:56:47]    DEBUG | Arguments used: --config accounts/dr_dobrev/follow.yml (config.py:158)
[01/11 00:56:47]    DEBUG | Config used: {'username': 'dr_dobrev', 'device': 'localhost:21503', 'app-id': 'com.instagram.android', 'use-cloned-app': False, 'allow-untested-ig-version': False, 'screen-sleep': False, 'screen-record': False, 'speed-multiplier': 1.15, 'debug': False, 'close-apps': True, 'disable-block-detection': False, 'disable-filters': False, 'dont-type': False, 'total-crashes-limit': 5, 'count-app-crashes': True, 'shuffle-jobs': True, 'truncate-sources': '2-5', 'blogger-followers': ['mex_berlin', 'nikonikoramen'], 'blogger-following': ['mex_berlin', 'nikonikoramen'], 'blogger-post-likers': ['mex_berlin', 'nikonikoramen'], 'feed': '20-40', 'watch-video-time': '15-35', 'watch-photo-time': '3-4', 'can-reinteract-after': '5-7', 'unfollow': '10-25', 'unfollow-non-followers': '10-25', 'unfollow-any-followers': '1-10', 'unfollow-delay': '3-5', 'analytics': True, 'telegram-reports': True, 'interactions-count': '60-90', 'likes-count': '2-3', 'likes-percentage': '70-100', 'stories-count': 1, 'stories-percentage': 100, 'carousel-count': 2, 'carousel-percentage': 90, 'max-comments-pro-user': 0, 'comment-percentage': 0, 'pm-percentage': 0, 'interact-percentage': 80, 'follow-percentage': 90, 'follow-limit': 1, 'skipped-list-limit': '15-20', 'skipped-posts-limit': '10-12', 'total-likes-limit': '120-150', 'total-follows-limit': '40-50', 'total-unfollows-limit': '40-50', 'total-watches-limit': '120-150', 'total-successful-interactions-limit': '120-150', 'total-interactions-limit': '280-300', 'end-if-likes-limit-reached': False, 'end-if-follows-limit-reached': False, 'end-if-watches-limit-reached': False, 'working-hours': ['8.15-14.40', '19.35-23.46'], 'time-delta': '20-45'} (config.py:160)
[01/11 00:56:47]    DEBUG | Connected devices via adb: 2. That's ok. (utils.py:169)
[01/11 00:56:50]     INFO | Time delta has set to 00:24:47. (utils.py:687)
[01/11 00:56:50]    DEBUG | Back to default keyboard! (utils.py:426)
[01/11 00:56:50]     INFO | Kill atx agent. (utils.py:420)
[01/11 00:56:50]     INFO | Next session will start at: 08:39:47 (2024/01/11). (utils.py:696)
[01/11 00:56:50]     INFO | Time left: 07:42:56. (utils.py:700)
[01/11 00:56:55]     INFO | Close Instagram app. (utils.py:302)
[01/11 00:56:56]    DEBUG | 5.0s sleep (utils.py:436)
[01/11 00:57:01]    DEBUG | Back to default keyboard! (utils.py:426)
[01/11 00:57:01]     INFO | Kill atx agent. (utils.py:420)
[01/11 00:57:01]     INFO | -------- FINISH: 00:57:01 -------- (utils.py:517)
[01/11 00:57:01]     INFO | This bot is backed with love by me for free. If you like using it, consider donating to help keep me motivated: https://www.buymeacoffee.com/mastrolube (utils.py:88)
[01/11 00:59:17]    DEBUG | Initial log file: logs/dr_dobrev.log (log.py:100)
[01/11 00:59:17]    DEBUG | Installed via pip. (utils.py:141)
[01/11 00:59:17]     INFO | Do you want to update/create your config-examples folder in local? Do the following: 
				pip3 install --user gitdir (only the first time)
				python3 -m gitdir https://github.com/GramAddict/bot/tree/master/config-examples (python on Windows) (utils.py:142)
[01/11 00:59:20]     INFO | Checking for updates... (utils.py:64)
[01/11 00:59:20]     INFO | Bot is updated. (utils.py:78)
[01/11 00:59:20]     INFO | GramAddict v.3.2.7 (utils.py:81)
[01/11 00:59:20]     INFO | Loading plugins . . . (plugin_loader.py:30)
[01/11 00:59:20]     INFO |   - ActionUnfollowFollowers: Handles the functionality of unfollowing your followers (plugin_loader.py:45)
[01/11 00:59:20]     INFO |   - ClonedApp: Adds support for cloned apps (plugin_loader.py:45)
[01/11 00:59:20]     INFO |   - CoreArguments: Simply adds core arguments (plugin_loader.py:45)
[01/11 00:59:20]     INFO |   - DataAnalytics: Generates a PDF analytics report of current username session data (plugin_loader.py:45)
[01/11 00:59:20]     INFO |   - InteractBloggerPostLikers: Handles the functionality of interacting with a blogger (plugin_loader.py:45)
[01/11 00:59:20]     INFO |   - InteractBloggerFollowers_Following: Handles the functionality of interacting with a bloggers followers/following (plugin_loader.py:45)
[01/11 00:59:20]     INFO |   - InteractBloggerPostLikers: Handles the functionality of interacting with a blogger post likers (plugin_loader.py:45)
[01/11 00:59:20]     INFO |   - InteractOwnFeed: Handles the functionality of interacting with your own feed (plugin_loader.py:45)
[01/11 00:59:20]     INFO |   - InteractHashtagLikers: Handles the functionality of interacting with a hashtags likers (plugin_loader.py:45)
[01/11 00:59:20]     INFO |   - InteractHashtagPosts: Handles the functionality of interacting with a hashtags post owners (plugin_loader.py:45)
[01/11 00:59:20]     INFO |   - InteractPlaceLikers: Handles the functionality of interacting with a places likers (plugin_loader.py:45)
[01/11 00:59:20]     INFO |   - InteractPlacePosts: Handles the functionality of interacting with a places post owners (plugin_loader.py:45)
[01/11 00:59:20]     INFO |   - LikeFromURLs: Likes a post from url. The urls are read from a plaintext file (plugin_loader.py:45)
[01/11 00:59:20]     INFO |   - RemoveFollowersFromList: Remove account followers from a list of usernames (plugin_loader.py:45)
[01/11 00:59:24]     INFO |   - TelegramReports: Generate reports at the end of the session and send them using telegram (plugin_loader.py:45)
[01/11 00:59:24]    DEBUG | Arguments used: --config accounts/dr_dobrev/follow.yml (config.py:158)
[01/11 00:59:24]    DEBUG | Config used: {'username': 'dr_dobrev', 'device': 'localhost:21503', 'app-id': 'com.instagram.android', 'use-cloned-app': False, 'allow-untested-ig-version': False, 'screen-sleep': False, 'screen-record': False, 'speed-multiplier': 1.15, 'debug': False, 'close-apps': True, 'disable-block-detection': False, 'disable-filters': False, 'dont-type': False, 'total-crashes-limit': 5, 'count-app-crashes': True, 'shuffle-jobs': True, 'truncate-sources': '2-5', 'blogger-followers': ['mex_berlin', 'nikonikoramen'], 'blogger-following': ['mex_berlin', 'nikonikoramen'], 'blogger-post-likers': ['mex_berlin', 'nikonikoramen'], 'feed': '20-40', 'watch-video-time': '15-35', 'watch-photo-time': '3-4', 'can-reinteract-after': '5-7', 'unfollow': '10-25', 'unfollow-non-followers': '10-25', 'unfollow-any-followers': '1-10', 'unfollow-delay': '3-5', 'analytics': True, 'telegram-reports': True, 'interactions-count': '60-90', 'likes-count': '2-3', 'likes-percentage': '70-100', 'stories-count': 1, 'stories-percentage': 100, 'carousel-count': 2, 'carousel-percentage': 90, 'max-comments-pro-user': 0, 'comment-percentage': 0, 'pm-percentage': 0, 'interact-percentage': 80, 'follow-percentage': 90, 'follow-limit': 1, 'skipped-list-limit': '15-20', 'skipped-posts-limit': '10-12', 'total-likes-limit': '120-150', 'total-follows-limit': '40-50', 'total-unfollows-limit': '40-50', 'total-watches-limit': '120-150', 'total-successful-interactions-limit': '120-150', 'total-interactions-limit': '280-300', 'end-if-likes-limit-reached': False, 'end-if-follows-limit-reached': False, 'end-if-watches-limit-reached': False, 'working-hours': ['8.15-14.40', '19.35-23.46'], 'time-delta': '20-45'} (config.py:160)
[01/11 00:59:25]    DEBUG | Connected devices via adb: 2. That's ok. (utils.py:169)
[01/11 00:59:27]     INFO | Time delta has set to 00:28:47. (utils.py:687)
[01/11 00:59:27]    DEBUG | Back to default keyboard! (utils.py:426)
[01/11 00:59:27]     INFO | Kill atx agent. (utils.py:420)
[01/11 00:59:27]     INFO | Next session will start at: 08:43:47 (2024/01/11). (utils.py:696)
[01/11 00:59:27]     INFO | Time left: 07:44:19. (utils.py:700)
[01/11 00:59:47]     INFO | Close Instagram app. (utils.py:302)
[01/11 00:59:48]    DEBUG | 5.0s sleep (utils.py:436)
[01/11 00:59:53]    DEBUG | Back to default keyboard! (utils.py:426)
[01/11 00:59:53]     INFO | Kill atx agent. (utils.py:420)
[01/11 00:59:53]     INFO | -------- FINISH: 00:59:53 -------- (utils.py:517)
[01/11 00:59:53]     INFO | This bot is backed with love by me for free. If you like using it, consider donating to help keep me motivated: https://www.buymeacoffee.com/mastrolube (utils.py:88)
[01/11 01:00:12]    DEBUG | Initial log file: logs/dr_dobrev.log (log.py:100)
[01/11 01:00:12]    DEBUG | Installed via pip. (utils.py:141)
[01/11 01:00:12]     INFO | Do you want to update/create your config-examples folder in local? Do the following: 
				pip3 install --user gitdir (only the first time)
				python3 -m gitdir https://github.com/GramAddict/bot/tree/master/config-examples (python on Windows) (utils.py:142)
[01/11 01:00:15]     INFO | Checking for updates... (utils.py:64)
[01/11 01:00:16]     INFO | Bot is updated. (utils.py:78)
[01/11 01:00:16]     INFO | GramAddict v.3.2.7 (utils.py:81)
[01/11 01:00:16]     INFO | Loading plugins . . . (plugin_loader.py:30)
[01/11 01:00:16]     INFO |   - ActionUnfollowFollowers: Handles the functionality of unfollowing your followers (plugin_loader.py:45)
[01/11 01:00:16]     INFO |   - ClonedApp: Adds support for cloned apps (plugin_loader.py:45)
[01/11 01:00:16]     INFO |   - CoreArguments: Simply adds core arguments (plugin_loader.py:45)
[01/11 01:00:16]     INFO |   - DataAnalytics: Generates a PDF analytics report of current username session data (plugin_loader.py:45)
[01/11 01:00:16]     INFO |   - InteractBloggerPostLikers: Handles the functionality of interacting with a blogger (plugin_loader.py:45)
[01/11 01:00:16]     INFO |   - InteractBloggerFollowers_Following: Handles the functionality of interacting with a bloggers followers/following (plugin_loader.py:45)
[01/11 01:00:16]     INFO |   - InteractBloggerPostLikers: Handles the functionality of interacting with a blogger post likers (plugin_loader.py:45)
[01/11 01:00:16]     INFO |   - InteractOwnFeed: Handles the functionality of interacting with your own feed (plugin_loader.py:45)
[01/11 01:00:16]     INFO |   - InteractHashtagLikers: Handles the functionality of interacting with a hashtags likers (plugin_loader.py:45)
[01/11 01:00:16]     INFO |   - InteractHashtagPosts: Handles the functionality of interacting with a hashtags post owners (plugin_loader.py:45)
[01/11 01:00:16]     INFO |   - InteractPlaceLikers: Handles the functionality of interacting with a places likers (plugin_loader.py:45)
[01/11 01:00:16]     INFO |   - InteractPlacePosts: Handles the functionality of interacting with a places post owners (plugin_loader.py:45)
[01/11 01:00:16]     INFO |   - LikeFromURLs: Likes a post from url. The urls are read from a plaintext file (plugin_loader.py:45)
[01/11 01:00:16]     INFO |   - RemoveFollowersFromList: Remove account followers from a list of usernames (plugin_loader.py:45)
[01/11 01:00:16]     INFO |   - TelegramReports: Generate reports at the end of the session and send them using telegram (plugin_loader.py:45)
[01/11 01:00:16]    DEBUG | Arguments used: --config accounts/dr_dobrev/follow.yml (config.py:158)
[01/11 01:00:16]    DEBUG | Config used: {'username': 'dr_dobrev', 'device': 'localhost:21503', 'app-id': 'com.instagram.android', 'use-cloned-app': False, 'allow-untested-ig-version': False, 'screen-sleep': False, 'screen-record': False, 'speed-multiplier': 1.15, 'debug': False, 'close-apps': True, 'disable-block-detection': False, 'disable-filters': False, 'dont-type': False, 'total-crashes-limit': 5, 'count-app-crashes': True, 'shuffle-jobs': True, 'truncate-sources': '2-5', 'blogger-followers': ['mex_berlin', 'nikonikoramen'], 'blogger-following': ['mex_berlin', 'nikonikoramen'], 'blogger-post-likers': ['mex_berlin', 'nikonikoramen'], 'feed': '20-40', 'watch-video-time': '15-35', 'watch-photo-time': '3-4', 'can-reinteract-after': '5-7', 'unfollow': '10-25', 'unfollow-non-followers': '10-25', 'unfollow-any-followers': '1-10', 'unfollow-delay': '3-5', 'analytics': True, 'telegram-reports': True, 'interactions-count': '60-90', 'likes-count': '2-3', 'likes-percentage': '70-100', 'stories-count': 1, 'stories-percentage': 100, 'carousel-count': 2, 'carousel-percentage': 90, 'max-comments-pro-user': 0, 'comment-percentage': 0, 'pm-percentage': 0, 'interact-percentage': 80, 'follow-percentage': 90, 'follow-limit': 1, 'skipped-list-limit': '15-20', 'skipped-posts-limit': '10-12', 'total-likes-limit': '120-150', 'total-follows-limit': '40-50', 'total-unfollows-limit': '40-50', 'total-watches-limit': '120-150', 'total-successful-interactions-limit': '120-150', 'total-interactions-limit': '280-300', 'end-if-likes-limit-reached': False, 'end-if-follows-limit-reached': False, 'end-if-watches-limit-reached': False} (config.py:160)
[01/11 01:00:16]    DEBUG | Connected devices via adb: 2. That's ok. (utils.py:169)
[01/11 01:00:19]     INFO | Time delta has set to -00:00:00. (utils.py:687)
[01/11 01:00:19]    DEBUG | Whole day mode. (session_state.py:266)
[01/11 01:00:25]    DEBUG | Phone Name: Redmi Note 10 Pro, SDK Version: 28 (device_facade.py:29)
[01/11 01:00:25]    DEBUG | Screen dimension: 1080x1920 (device_facade.py:34)
[01/11 01:00:25]    DEBUG | Screen resolution: 480x853 (device_facade.py:37)
[01/11 01:00:25]    DEBUG | Device ID: localhost:21503 (device_facade.py:40)
[01/11 01:00:25]     INFO | Screen timeout is fine! (utils.py:224)
[01/11 01:00:25]     INFO | -------- START: 01:00:25 - 2024/01/11 -------- (bot_flow.py:129)
[01/11 01:00:25]     INFO | Device screen ON and unlocked. (bot_flow.py:146)
[01/11 01:00:25]     INFO | Open Instagram app. (utils.py:233)
[01/11 01:00:26]    DEBUG | Instagram called successfully. (utils.py:246)
[01/11 01:00:31]     INFO | Ready for botting!🤫 (utils.py:264)
[01/11 01:00:31]    DEBUG | 2.41s sleep (utils.py:436)
[01/11 01:00:34]     INFO | Close all the other apps, to avoid interferences... (utils.py:268)
[01/11 01:00:35]    DEBUG | 2.22s sleep (utils.py:436)
[01/11 01:00:37]    DEBUG | Setting FastInputIME as default keyboard. (utils.py:271)
[01/11 01:00:37]     INFO | FastInputIME is the default keyboard. (utils.py:290)
[01/11 01:00:38]     INFO | Instagram version: 226.1.0.16.117 (bot_flow.py:150)
[01/11 01:00:40]    DEBUG | Navigate to PROFILE. (navigation.py:24)
[01/11 01:00:43]    DEBUG | Single click in (962,1874). Surface: (938-1006,1837-1905) (device_facade.py:471)
[01/11 01:00:43]    DEBUG | 1.80s sleep (utils.py:436)
[01/11 01:00:45]    DEBUG | Checking if app is in English.. (navigation.py:29)
[01/11 01:00:46]    DEBUG | Instagram in English. (navigation.py:36)
[01/11 01:00:46]     INFO | You are already logged as dr_dobrev! (views.py:1054)
[01/11 01:00:46]     INFO | Refresh account... (views.py:1098)
[01/11 01:00:46]    DEBUG | Swipe from: (498,410) to (473,701). (device_facade.py:303)
[01/11 01:00:47]    DEBUG | 0.31s sleep (utils.py:436)
[01/11 01:00:47]    DEBUG | 1.98s sleep (utils.py:436)
[01/11 01:00:51]     INFO | Hello, @dr_dobrev! You have 176 followers and 357 followings so far. (bot_flow.py:222)
[01/11 01:00:51]     INFO | There is/are 4 active-job(s) and 3 unfollow-job(s) scheduled for this session. (bot_flow.py:244)
[01/11 01:00:51]  WARNING | The filters file doesn't exists in your account folder. Download it from https://github.com/GramAddict/bot/blob/08e1d7aff39ec47543fa78aadd7a2f034b9ae34d/config-examples/filters.yml and place it in your account folder! (filter.py:172)
[01/11 01:00:51]     INFO | ---------------------------------------------------------------------- (utils.py:328)
[01/11 01:00:51]     INFO | Session ending conditions:          Value (utils.py:332)
[01/11 01:00:51]     INFO | ---------------------------------------------------------------------- (utils.py:336)
[01/11 01:00:51]     INFO | Likes:                              False (utils.py:340)
[01/11 01:00:51]     INFO | Follows:                            False (utils.py:344)
[01/11 01:00:51]     INFO | Watches:                            False (utils.py:348)
[01/11 01:00:51]     INFO | Comments:                           False (utils.py:352)
[01/11 01:00:51]     INFO | PM:                                 False (utils.py:356)
[01/11 01:00:51]     INFO | Total actions:                      True (not mutable) (utils.py:360)
[01/11 01:00:51]     INFO | Total successfull actions:          True (not mutable) (utils.py:364)
[01/11 01:00:51]     INFO | For more info -> https://github.com/GramAddict/docs/blob/main/configuration.md#ending-session-conditions (utils.py:368)
[01/11 01:00:51]     INFO | ---------------------------------------------------------------------- (utils.py:372)
[01/11 01:01:01]    DEBUG | Whole day mode. (session_state.py:266)
